0,-0.076222623,0,0,0,-0.083958041,0,0,0,0,0,0,0,0,0,-0.120467458,0,-0.083965342,0,0,0,0,0,0,0.092483224
0,0,0,0,0.074225804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.076680834,0.073842852,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.075153908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.079915706,0,0,0,0,0,0,0,0,0,0,0
0.123429227,0,0.110395457,0,-0.11841729,0,0,-0.09093921,0.092610892,0,0,0.109220665,0,0,0,0.076141135,0,0,0.145417933,0,0,0,0,0.083252774,0
0,0,0,0,0,0,0,0,0,0,0,-0.087196625,0,0,0,0,0,0,-0.087446061,0,0,0,0,0,0
-0.0936524,0,-0.076581318,0,0,0,0,0.084426771,-0.083280065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.088859093,0,0.075098218,0,0.080953689,0,0,0,0.097659168,0,0,-0.089492104,0,-0.119416602,0,0,0,0,0,0,0,-0.099636745,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.091899294,0,0,0,0,0,0,0,0,0,0,-0.080871402
0,0,0,0,0,0,0.073046583,0,0,0,0,0,0,0,0,-0.081016556,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.118278329,0,0,0,0,0,0,0,0,0,0,0,0,-0.091492924,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.083418473,0,0,0,0,0,-0.07873267,0,0,0,0,0,0,0,0,0,0,0
0.101253321,0,0,0,0,0,-0.123100022,0,0,0,0,0,0,0,0,0,0.091343603,0,0,-0.12321858,-0.089664201,0,0,0,0
0,0,0,0,-0.089682724,0,-0.080008757,0,0,0,0,0,0,0,0,0,0,-0.087704061,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.074945305,0,0,0,0,0,0,0,0,-0.102003617,0,0,0,0,0,0,0,0,0
0.085009644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076603959,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.098675479,0,0,-0.07637176,0,0,0,0,0,0,0,0,0,-0.082613774,0,0,0,0,0.096025142
0,0,0,0,-0.095270308,0,-0.091555723,0,0,0,0,0,0,0,0,0,0.073270607,0,0,0,0,0,0,0,0
0,0,0,0,0,0.077412937,0,0,0,0,0,0,0,0.11251906,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.091365689,0,0.073347816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,